Code_Article,Libelle_Article,Rayon,Famille,Sous famille,Categorie,Sous_Categorie,Prix,combined,similar_product_in_dataset2,Prix_Produit_dataset2,Description_Produit_dataset2,similar_product_in_dataset3,Prix_Produit_dataset3,Prix_Produit_Avant_Promos_dataset3,Description_Produit_dataset3
660080437,"EAU DE Minerale MELLITI PET 0,5L",1173 - LIQUIDES NON ALCOOLISES,1173205 - EAUX,117320505 - EAUX MINERALES PLATES,11732050501 - MOINS D UN LITRE,1173205050156 - JUSQU A 50CL,430,"nom_produit : eau de minerale melliti pet 0,5l description_produit : 1173 - liquides non alcoolises categorie 1: 1173205 - eaux categorie 2 : 117320505 - eaux minerales plates",,,,,,,
660081137,"Eau Minerale PALMA Pet 0,5L",1173 - LIQUIDES NON ALCOOLISES,1173205 - EAUX,117320505 - EAUX MINERALES PLATES,11732050501 - MOINS D UN LITRE,1173205050156 - JUSQU A 50CL,530,"nom_produit : eau minerale palma pet 0,5l description_produit : 1173 - liquides non alcoolises categorie 1: 1173205 - eaux categorie 2 : 117320505 - eaux minerales plates",,,,,,,
660081197,"Eau Minerale CRISTALINE Pet 0,5L",1173 - LIQUIDES NON ALCOOLISES,1173205 - EAUX,117320505 - EAUX MINERALES PLATES,11732050501 - MOINS D UN LITRE,1173205050156 - JUSQU A 50CL,450,"nom_produit : eau minerale cristaline pet 0,5l description_produit : 1173 - liquides non alcoolises categorie 1: 1173205 - eaux categorie 2 : 117320505 - eaux minerales plates",,,,,,,
660081367,Eau Minerale TIJEN Pet 0.5L,1173 - LIQUIDES NON ALCOOLISES,1173205 - EAUX,117320505 - EAUX MINERALES PLATES,11732050501 - MOINS D UN LITRE,1173205050156 - JUSQU A 50CL,460,nom_produit : eau minerale tijen pet 0.5l description_produit : 1173 - liquides non alcoolises categorie 1: 1173205 - eaux categorie 2 : 117320505 - eaux minerales plates,,,,,,,
660081377,EAU MINERALE PET 2L MIRA,1173 - LIQUIDES NON ALCOOLISES,1173205 - EAUX,117320505 - EAUX MINERALES PLATES,11732050501 - MOINS D UN LITRE,1173205050156 - JUSQU A 50CL,770,nom_produit : eau minerale pet 2l mira description_produit : 1173 - liquides non alcoolises categorie 1: 1173205 - eaux categorie 2 : 117320505 - eaux minerales plates,,,,,,,
660081387,EAU MINERALE PET 1.5L MIRA,1173 - LIQUIDES NON ALCOOLISES,1173205 - EAUX,117320505 - EAUX MINERALES PLATES,11732050501 - MOINS D UN LITRE,1173205050156 - JUSQU A 50CL,700,nom_produit : eau minerale pet 1.5l mira description_produit : 1173 - liquides non alcoolises categorie 1: 1173205 - eaux categorie 2 : 117320505 - eaux minerales plates,,,,,,,
660081397,EAU MINERALE PET 0.6L MIRA,1173 - LIQUIDES NON ALCOOLISES,1173205 - EAUX,117320505 - EAUX MINERALES PLATES,11732050501 - MOINS D UN LITRE,1173205050156 - JUSQU A 50CL,440,nom_produit : eau minerale pet 0.6l mira description_produit : 1173 - liquides non alcoolises categorie 1: 1173205 - eaux categorie 2 : 117320505 - eaux minerales plates,,,,,,,
660081467,Eau min\00E9rale DELICE Pet 1.5L,1173 - LIQUIDES NON ALCOOLISES,1173205 - EAUX,117320505 - EAUX MINERALES PLATES,11732050501 - MOINS D UN LITRE,1173205050156 - JUSQU A 50CL,670,nom_produit : eau min\00e9rale delice pet 1.5l description_produit : 1173 - liquides non alcoolises categorie 1: 1173205 - eaux categorie 2 : 117320505 - eaux minerales plates,,,,,,,
660081477,Eau min\00E9rale DELICE Pet 0.5L,1173 - LIQUIDES NON ALCOOLISES,1173205 - EAUX,117320505 - EAUX MINERALES PLATES,11732050501 - MOINS D UN LITRE,1173205050156 - JUSQU A 50CL,410,nom_produit : eau min\00e9rale delice pet 0.5l description_produit : 1173 - liquides non alcoolises categorie 1: 1173205 - eaux categorie 2 : 117320505 - eaux minerales plates,,,,,,,
660080087,Eau Minerale GARCI Pet 1L,1173 - LIQUIDES NON ALCOOLISES,1173205 - EAUX,117320505 - EAUX MINERALES PLATES,11732050503 - UN LITRE ET PLUS,1173205050358 - 100CL ET PLUS,680,nom_produit : eau minerale garci pet 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173205 - eaux categorie 2 : 117320505 - eaux minerales plates,,,,,,,
660080108,Eau Minerale JANNET Pet 2L,1173 - LIQUIDES NON ALCOOLISES,1173205 - EAUX,117320505 - EAUX MINERALES PLATES,11732050503 - UN LITRE ET PLUS,1173205050358 - 100CL ET PLUS,850,nom_produit : eau minerale jannet pet 2l description_produit : 1173 - liquides non alcoolises categorie 1: 1173205 - eaux categorie 2 : 117320505 - eaux minerales plates,,,,,,,
660080127,"Eau Minerale AQUALINE Pet 1,5L",1173 - LIQUIDES NON ALCOOLISES,1173205 - EAUX,117320505 - EAUX MINERALES PLATES,11732050503 - UN LITRE ET PLUS,1173205050358 - 100CL ET PLUS,630,"nom_produit : eau minerale aqualine pet 1,5l description_produit : 1173 - liquides non alcoolises categorie 1: 1173205 - eaux categorie 2 : 117320505 - eaux minerales plates",,,,,,,
660080137,Eau Minerale AQUALINE Pet 2L,1173 - LIQUIDES NON ALCOOLISES,1173205 - EAUX,117320505 - EAUX MINERALES PLATES,11732050503 - UN LITRE ET PLUS,1173205050358 - 100CL ET PLUS,910,nom_produit : eau minerale aqualine pet 2l description_produit : 1173 - liquides non alcoolises categorie 1: 1173205 - eaux categorie 2 : 117320505 - eaux minerales plates,,,,,,,
660080207,"Eau Minerale SAFIA Pet 1,5L",1173 - LIQUIDES NON ALCOOLISES,1173205 - EAUX,117320505 - EAUX MINERALES PLATES,11732050503 - UN LITRE ET PLUS,1173205050358 - 100CL ET PLUS,660,"nom_produit : eau minerale safia pet 1,5l description_produit : 1173 - liquides non alcoolises categorie 1: 1173205 - eaux categorie 2 : 117320505 - eaux minerales plates",,,,,,,
660080227,"Eau Minerale SABRINE Pet 1,5L",1173 - LIQUIDES NON ALCOOLISES,1173205 - EAUX,117320505 - EAUX MINERALES PLATES,11732050503 - UN LITRE ET PLUS,1173205050358 - 100CL ET PLUS,630,"nom_produit : eau minerale sabrine pet 1,5l description_produit : 1173 - liquides non alcoolises categorie 1: 1173205 - eaux categorie 2 : 117320505 - eaux minerales plates",,,,,,,
660080287,"Eau Minerale FOURAT Pet 1,5L",1173 - LIQUIDES NON ALCOOLISES,1173205 - EAUX,117320505 - EAUX MINERALES PLATES,11732050503 - UN LITRE ET PLUS,1173205050358 - 100CL ET PLUS,670,"nom_produit : eau minerale fourat pet 1,5l description_produit : 1173 - liquides non alcoolises categorie 1: 1173205 - eaux categorie 2 : 117320505 - eaux minerales plates",,,,,,,
660080317,Eau Minerale FOURAT Pet 2L,1173 - LIQUIDES NON ALCOOLISES,1173205 - EAUX,117320505 - EAUX MINERALES PLATES,11732050503 - UN LITRE ET PLUS,1173205050358 - 100CL ET PLUS,1000,nom_produit : eau minerale fourat pet 2l description_produit : 1173 - liquides non alcoolises categorie 1: 1173205 - eaux categorie 2 : 117320505 - eaux minerales plates,,,,,,,
660080337,Eau Minerale MARWA Pet 2L,1173 - LIQUIDES NON ALCOOLISES,1173205 - EAUX,117320505 - EAUX MINERALES PLATES,11732050503 - UN LITRE ET PLUS,1173205050358 - 100CL ET PLUS,880,nom_produit : eau minerale marwa pet 2l description_produit : 1173 - liquides non alcoolises categorie 1: 1173205 - eaux categorie 2 : 117320505 - eaux minerales plates,,,,,,,
660080347,"Eau Minerale MARWA Pet 1,5L",1173 - LIQUIDES NON ALCOOLISES,1173205 - EAUX,117320505 - EAUX MINERALES PLATES,11732050503 - UN LITRE ET PLUS,1173205050358 - 100CL ET PLUS,650,"nom_produit : eau minerale marwa pet 1,5l description_produit : 1173 - liquides non alcoolises categorie 1: 1173205 - eaux categorie 2 : 117320505 - eaux minerales plates",,,,,,,
660080387,Eau Minerale DIMA Pet 2 L,1173 - LIQUIDES NON ALCOOLISES,1173205 - EAUX,117320505 - EAUX MINERALES PLATES,11732050503 - UN LITRE ET PLUS,1173205050358 - 100CL ET PLUS,900,nom_produit : eau minerale dima pet 2 l description_produit : 1173 - liquides non alcoolises categorie 1: 1173205 - eaux categorie 2 : 117320505 - eaux minerales plates,,,,,,,
660080417,Eau de Minerale MELLITI PET 1.5L,1173 - LIQUIDES NON ALCOOLISES,1173205 - EAUX,117320505 - EAUX MINERALES PLATES,11732050503 - UN LITRE ET PLUS,1173205050358 - 100CL ET PLUS,730,nom_produit : eau de minerale melliti pet 1.5l description_produit : 1173 - liquides non alcoolises categorie 1: 1173205 - eaux categorie 2 : 117320505 - eaux minerales plates,,,,,,,
660081147,"Eau Minerale PALMA Pet 1,5",1173 - LIQUIDES NON ALCOOLISES,1173205 - EAUX,117320505 - EAUX MINERALES PLATES,11732050503 - UN LITRE ET PLUS,1173205050358 - 100CL ET PLUS,820,"nom_produit : eau minerale palma pet 1,5 description_produit : 1173 - liquides non alcoolises categorie 1: 1173205 - eaux categorie 2 : 117320505 - eaux minerales plates",,,,,,,
660081157,Eau Minerale PALMA Pet 2L,1173 - LIQUIDES NON ALCOOLISES,1173205 - EAUX,117320505 - EAUX MINERALES PLATES,11732050503 - UN LITRE ET PLUS,1173205050358 - 100CL ET PLUS,970,nom_produit : eau minerale palma pet 2l description_produit : 1173 - liquides non alcoolises categorie 1: 1173205 - eaux categorie 2 : 117320505 - eaux minerales plates,,,,,,,
660081187,"Eau Minerale CRISTALINE Pet 1,5L",1173 - LIQUIDES NON ALCOOLISES,1173205 - EAUX,117320505 - EAUX MINERALES PLATES,11732050503 - UN LITRE ET PLUS,1173205050358 - 100CL ET PLUS,650,"nom_produit : eau minerale cristaline pet 1,5l description_produit : 1173 - liquides non alcoolises categorie 1: 1173205 - eaux categorie 2 : 117320505 - eaux minerales plates",,,,,,,
660081247,Eau Minerale CRISTALINE Pet 1L,1173 - LIQUIDES NON ALCOOLISES,1173205 - EAUX,117320505 - EAUX MINERALES PLATES,11732050503 - UN LITRE ET PLUS,1173205050358 - 100CL ET PLUS,580,nom_produit : eau minerale cristaline pet 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173205 - eaux categorie 2 : 117320505 - eaux minerales plates,,,,,,,
660081297,Eau Minerale PRIMAQUA 6L,1173 - LIQUIDES NON ALCOOLISES,1173205 - EAUX,117320505 - EAUX MINERALES PLATES,11732050503 - UN LITRE ET PLUS,1173205050358 - 100CL ET PLUS,2190,nom_produit : eau minerale primaqua 6l description_produit : 1173 - liquides non alcoolises categorie 1: 1173205 - eaux categorie 2 : 117320505 - eaux minerales plates,,,,,,,
660081337,Eau Minerale CRISTALINE Pet 2 L,1173 - LIQUIDES NON ALCOOLISES,1173205 - EAUX,117320505 - EAUX MINERALES PLATES,11732050503 - UN LITRE ET PLUS,1173205050358 - 100CL ET PLUS,830,nom_produit : eau minerale cristaline pet 2 l description_produit : 1173 - liquides non alcoolises categorie 1: 1173205 - eaux categorie 2 : 117320505 - eaux minerales plates,,,,,,,
660081357,Eau Minerale TIJEN Pet 1.5L,1173 - LIQUIDES NON ALCOOLISES,1173205 - EAUX,117320505 - EAUX MINERALES PLATES,11732050503 - UN LITRE ET PLUS,1173205050358 - 100CL ET PLUS,690,nom_produit : eau minerale tijen pet 1.5l description_produit : 1173 - liquides non alcoolises categorie 1: 1173205 - eaux categorie 2 : 117320505 - eaux minerales plates,,,,,,,
660081407,EAU MINERALE PET 0 5L DENYA,1173 - LIQUIDES NON ALCOOLISES,1173205 - EAUX,117320505 - EAUX MINERALES PLATES,11732050503 - UN LITRE ET PLUS,1173205050358 - 100CL ET PLUS,450,nom_produit : eau minerale pet 0 5l denya description_produit : 1173 - liquides non alcoolises categorie 1: 1173205 - eaux categorie 2 : 117320505 - eaux minerales plates,,,,,,,
660081457,Eau minerale Aqualine Pet 1L,1173 - LIQUIDES NON ALCOOLISES,1173205 - EAUX,117320505 - EAUX MINERALES PLATES,11732050503 - UN LITRE ET PLUS,1173205050358 - 100CL ET PLUS,620,nom_produit : eau minerale aqualine pet 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173205 - eaux categorie 2 : 117320505 - eaux minerales plates,,,,,,,
660580156,"Eau gazi JEKTISS Pet 0,5L",1173 - LIQUIDES NON ALCOOLISES,1173205 - EAUX,117320507 - EAUX MINERALES GAZEUSES,11732050701 - MOINS D UN LITRE,1173205070156 - JUSQU A 50CL,480,"nom_produit : eau gazi jektiss pet 0,5l description_produit : 1173 - liquides non alcoolises categorie 1: 1173205 - eaux categorie 2 : 117320507 - eaux minerales gazeuses",,,,,,,
660580017,Eau gazi GARCI Pet 1L,1173 - LIQUIDES NON ALCOOLISES,1173205 - EAUX,117320507 - EAUX MINERALES GAZEUSES,11732050703 - UN LITRE ET PLUS,1173205070358 - 100CL ET PLUS,640,nom_produit : eau gazi garci pet 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173205 - eaux categorie 2 : 117320507 - eaux minerales gazeuses,,,,,,,
660580106,Eau gazi JEKTISS Pet 1L,1173 - LIQUIDES NON ALCOOLISES,1173205 - EAUX,117320507 - EAUX MINERALES GAZEUSES,11732050703 - UN LITRE ET PLUS,1173205070358 - 100CL ET PLUS,670,nom_produit : eau gazi jektiss pet 1l description_produit : 1173 - liquides non alcoolises categorie 1: 1173205 - eaux categorie 2 : 117320507 - eaux minerales gazeuses,,,,,,,
660580217,Eau gazi Poire Delice DELIO 250ML,1173 - LIQUIDES NON ALCOOLISES,1173205 - EAUX,117320511 - EAUX GAZEUSES AROMATISEES,11732051199 - AUTRES,1173205119956 - JUSQU A 50CL,930,nom_produit : eau gazi poire delice delio 250.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173205 - eaux categorie 2 : 117320511 - eaux gazeuses aromatisees,Eau gazéifiée Délio poire DÉLICE,0 dt 880,La bouteille de 25cl,,,,
660580227,Eau gazi Menthe Delice DELIO 250ML,1173 - LIQUIDES NON ALCOOLISES,1173205 - EAUX,117320511 - EAUX GAZEUSES AROMATISEES,11732051199 - AUTRES,1173205119956 - JUSQU A 50CL,900,nom_produit : eau gazi menthe delice delio 250.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173205 - eaux categorie 2 : 117320511 - eaux gazeuses aromatisees,Eau gazéifiée Délio menthe DÉLICE,0 dt 880,La bouteille de 25cl,,,,
660580237,Eau gazi Pomme Delice DELIO 250ML,1173 - LIQUIDES NON ALCOOLISES,1173205 - EAUX,117320511 - EAUX GAZEUSES AROMATISEES,11732051199 - AUTRES,1173205119956 - JUSQU A 50CL,930,nom_produit : eau gazi pomme delice delio 250.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173205 - eaux categorie 2 : 117320511 - eaux gazeuses aromatisees,Eau gazéifiée Délio pomme DÉLICE,0 dt 880,La bouteille de 25cl,,,,
660580247,Eau gazi Peche Delice DELIO 250ML,1173 - LIQUIDES NON ALCOOLISES,1173205 - EAUX,117320511 - EAUX GAZEUSES AROMATISEES,11732051199 - AUTRES,1173205119956 - JUSQU A 50CL,880,nom_produit : eau gazi peche delice delio 250.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173205 - eaux categorie 2 : 117320511 - eaux gazeuses aromatisees,Eau gazéifiée Délio menthe DÉLICE,0 dt 880,La bouteille de 25cl,,,,
660580427,Eau gazi ANANAS Delice DELIO 250ML,1173 - LIQUIDES NON ALCOOLISES,1173205 - EAUX,117320511 - EAUX GAZEUSES AROMATISEES,11732051199 - AUTRES,1173205119956 - JUSQU A 50CL,930,nom_produit : eau gazi ananas delice delio 250.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173205 - eaux categorie 2 : 117320511 - eaux gazeuses aromatisees,Eau gazéifiée Délio ananas DÉLICE,0 dt 880,La bouteille de 25cl,,,,
660580467,Eau gazi fraise Delice DELIO 250ML,1173 - LIQUIDES NON ALCOOLISES,1173205 - EAUX,117320511 - EAUX GAZEUSES AROMATISEES,11732051199 - AUTRES,1173205119956 - JUSQU A 50CL,900,nom_produit : eau gazi fraise delice delio 250.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173205 - eaux categorie 2 : 117320511 - eaux gazeuses aromatisees,Eau gazéifiée Délio poire DÉLICE,0 dt 880,La bouteille de 25cl,,,,
662080397,EAU GAZI PECHE ABRICOT BOGA PET 30CL,1173 - LIQUIDES NON ALCOOLISES,1173205 - EAUX,117320511 - EAUX GAZEUSES AROMATISEES,11732051199 - AUTRES,1173205119956 - JUSQU A 50CL,1200,nom_produit : eau gazi peche abricot boga pet 300.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173205 - eaux categorie 2 : 117320511 - eaux gazeuses aromatisees,,,,,,,
662080407,EAU GAZI FRUIT ROUGE BOGA PET 30CL,1173 - LIQUIDES NON ALCOOLISES,1173205 - EAUX,117320511 - EAUX GAZEUSES AROMATISEES,11732051199 - AUTRES,1173205119956 - JUSQU A 50CL,1200,nom_produit : eau gazi fruit rouge boga pet 300.0ml description_produit : 1173 - liquides non alcoolises categorie 1: 1173205 - eaux categorie 2 : 117320511 - eaux gazeuses aromatisees,,,,,,,
